# turbineXstart, turbineYstart
-2.101254958195218023e+02 -1.165028469317066765e+03
1.827704376183080512e+02 1.145512148032220921e+03
-8.249932076749153111e+02 -1.168030087025297462e+03
4.607607705507768969e+02 8.198177389658426364e+02
-7.836985727638252683e+02 -6.336646653585746662e+02
8.708368619803993624e+02 7.868254931685041811e+02
-1.129525554326303336e+03 -1.184207160046451008e+02
1.064707299162894969e+03 4.896602964972600489e+02
8.169836032902229590e+02 -7.811890958844556963e+02
-7.944239687156509717e+02 7.566809155271234886e+02
4.030121656160936254e+02 -5.869648504982308168e+02
-2.598194240369341514e+02 5.152906949259748899e+02
1.185318278975410067e+01 -4.114583778462782107e+02
1.411137181146113448e+02 3.757204570459867341e+02
-4.066213753910330979e+02 -8.080219890275989769e+01
5.388681578487000934e+02 1.376025606866313638e+02
-7.033434739933551327e+02 2.693272073656298744e+02
4.806879838749055693e+02 -2.341325774574352181e+02
-1.161910463684893557e+03 6.377043421103900300e+02
1.073054749767844214e+03 -5.148187449933917605e+02
1.096494213370227271e+03 -3.653098587416689043e+02
-1.104585300862658869e+03 3.405506038851452786e+02
7.714150763533160671e+02 -3.708150011667839863e+01
-9.810147388600754539e+02 -1.807112344813504023e+01
6.551078189494819526e+02 4.088566238712006111e+02
-7.468955558106872559e+02 -3.551714560894791930e+02
4.188589803199955668e+02 8.124983798577436573e+02
-1.320632803676340359e+02 -7.642774295156677908e+02
-1.574085912638404352e+02 7.813120446910613737e+02
1.031492180132897829e+01 -8.991219007539370978e+02
-4.290015024981270244e+02 1.094097293905654396e+03
5.042310937237267581e+02 -1.174711987168397854e+03
