# turbineXstart, turbineYstart
9.886740898286848278e+02 1.365469535319364809e+02
1.441247619546490569e+03 1.654324662170662918e+01
2.283949155942507787e+03 -1.507413637520686223e+01
6.014803377443797672e+02 5.870028827091250605e+02
1.339344500962135953e+03 3.946357711103747761e+02
2.000899386544663230e+03 6.239122513524636133e+02
2.627361086329499813e+03 6.076202866262104862e+02
3.291695179402119265e+03 6.772188829076060301e+02
4.876540590406644924e+02 1.154933045201265259e+03
1.176433895906352518e+03 9.520262072405648723e+02
1.701588855307862332e+03 9.602851530825280406e+02
2.214087948002615121e+03 1.151363052035025703e+03
3.010434150334693641e+03 1.145396600126686963e+03
3.414068559482903311e+03 1.229336843777353806e+03
1.619883754156799966e+02 1.639106723818522141e+03
7.604963973808024775e+02 1.452081633198998816e+03
1.363219854178834794e+03 1.452464776532696760e+03
2.115879733674957151e+03 1.426705470088615129e+03
2.447268379641035608e+03 1.687813442733380043e+03
3.104685642266821560e+03 1.433139114213444600e+03
3.920796191124721190e+03 1.701154620133115031e+03
6.135934911011909207e+02 1.863251152533979621e+03
9.804712837399805494e+02 1.864574520834486520e+03
1.798681789515840819e+03 2.068711193584009379e+03
2.157134698965769530e+03 1.858193395618838167e+03
2.800693841631837586e+03 2.045054485985516294e+03
3.524908745862095657e+03 2.112664865425344033e+03
9.764973171560808396e+01 2.345692078352266890e+03
7.850570295626755524e+02 2.452871620480254023e+03
1.531739845946964124e+03 2.458698057923434135e+03
2.029256844839947917e+03 2.414698030194119838e+03
2.549674512813914589e+03 2.645500908773622086e+03
3.210319579101289946e+03 2.656953582676628685e+03
3.622801702447162370e+03 2.527260267127431234e+03
7.032395824331715062e+01 3.022775936102769265e+03
7.164810954131153267e+02 3.043889587032541840e+03
1.141573233585571188e+03 2.903386786892075634e+03
1.872080875251104544e+03 3.061072290091231935e+03
2.264575347369127485e+03 2.860675624016109396e+03
3.036741440449203310e+03 3.087863928455307359e+03
3.405730299527227544e+03 2.986283813711685980e+03
2.595757372486168606e+02 3.311369259655327824e+03
8.645380474380682472e+02 3.549935578755103052e+03
1.556956077643642175e+03 3.421759343138208351e+03
1.902228111547884964e+03 3.464476609293413276e+03
2.727285540998196211e+03 3.467853434555903277e+03
3.249288003760968877e+03 3.530633621369858702e+03
3.647562138990881522e+03 3.605404487494659406e+03
-1.391529864687095142e+02 3.840852622856613380e+03
5.782053383660859254e+02 4.070163304694901854e+03
1.208152607264838707e+03 4.040819007495001642e+03
1.875266352056650248e+03 3.890656368219562864e+03
2.350551639644429088e+03 4.003249817748790520e+03
2.996097624400681980e+03 3.859287737881587418e+03
3.069599112048749703e+02 4.406433544454287585e+03
9.266104099098278084e+02 4.401475299678331794e+03
1.526796250631752855e+03 4.281299440210766079e+03
1.898935122292440383e+03 4.575772520096219523e+03
1.165502862056968297e+03 4.867253338953364619e+03
1.597588974760258225e+03 4.877629338080701928e+03
