# turbineXstart, turbineYstart
-3.522953530365781489e+02 -2.022689141838860905e+03
5.207500848261006468e+02 1.788398584454703723e+03
-1.126376607187097989e+03 -1.369453131703244480e+03
9.774311330495231687e+02 1.607693893149588348e+03
-1.378787860139224222e+03 -8.379355224112036922e+02
1.289767828485149039e+03 1.012755817589294907e+03
-2.076367582414934986e+03 -6.096832798481943883e+02
2.055028637388109928e+03 5.474428323413221733e+02
1.076890477798955089e+03 -1.452962858328561879e+03
-1.047586524082487358e+03 1.346631140517970834e+03
6.212726805019688072e+02 -9.189517483289229176e+02
-6.365009232053230335e+02 8.328111119358417227e+02
-1.124500613578445467e+02 -4.270360333262112817e+02
2.893127235706680267e+01 3.269970783748829604e+02
-5.499505308611860528e+02 -6.686190253458434540e+01
3.711650158327379927e+02 -8.057553699322450314e+01
-8.107488808115153915e+02 6.338351151829585888e+02
9.731935709116623912e+02 -6.129063044159635183e+02
-1.291777761497015263e+03 1.127551251683539476e+03
1.357528266858595089e+03 -8.809983511439907033e+02
1.861050041571187649e+03 -6.239235131392554194e+02
-1.757007425527604255e+03 6.148354428373647806e+02
1.593471095554597014e+03 7.656782450778523241e+01
-1.479033630110568538e+03 -1.312655623739797761e+02
8.282387865324541281e+02 3.256083370846349681e+02
-1.090847216920851452e+03 -3.856043389495852125e+02
5.343828140474610109e+02 1.040229537876089807e+03
-5.824951105041036499e+02 -8.712317735962133156e+02
-1.482466673825536816e+02 1.354409016450507124e+03
-1.162666660271810031e+02 -1.578423479788564237e+03
-5.247793599284597121e+02 2.004037246252242767e+03
6.224865093783583916e+02 -2.012721637960129556e+03
