# turbineXstart, turbineYstart
1.466802987364927276e+03 1.096060841859752628e+02
2.534720530032573151e+03 2.387846654345993329e+02
3.157085089887422328e+03 1.514120910905386381e+02
1.030300393325077266e+03 7.114700187463199654e+02
1.847365565166666102e+03 6.936239775985939104e+02
3.067570121897607351e+03 8.710264522592671028e+02
3.620241718966743974e+03 9.733755502891191327e+02
4.914322019595770143e+03 7.984955228966377945e+02
5.246300245706682972e+02 1.541910082493551045e+03
1.405185177732079410e+03 1.301330106929772683e+03
2.222605114633290668e+03 1.585385921689881343e+03
3.562671607553640570e+03 1.608977253769574872e+03
4.477773290202444514e+03 1.473344919130514882e+03
5.179033622984748945e+03 1.479723809741680270e+03
3.079795866639051383e+02 2.087445450957733556e+03
9.895791574416766707e+02 2.391546618007928828e+03
2.013641292715565442e+03 2.277074312471904705e+03
2.908392273150873280e+03 2.010199128108223476e+03
4.014469725711706815e+03 2.085573146357851329e+03
4.579857641010247789e+03 2.327455540930865936e+03
5.727940676674871611e+03 2.423189877240828537e+03
6.605916890010927318e+02 2.814565335488369783e+03
1.571417928074297379e+03 2.795728461122314911e+03
2.389769514428401180e+03 2.886241204189925611e+03
3.563149158680376331e+03 3.202802532381966557e+03
4.216922518543982733e+03 2.993498583229932592e+03
5.180123173059050714e+03 3.262403116486688759e+03
5.983800767662660292e+02 3.859782778964950921e+03
1.031468049201551821e+03 3.800574523298169424e+03
2.095132935483029542e+03 3.467630147122498784e+03
2.826591095000028872e+03 3.831953830736569216e+03
4.072172373653218983e+03 3.573883498809490447e+03
4.576314278037634722e+03 3.635440631874553674e+03
5.499307432747291386e+03 4.148398863756690844e+03
-5.076932602372505698e+01 4.330795039681607705e+03
9.541386801761991592e+02 4.587422829435726271e+03
1.558905911482069541e+03 4.223769720432763279e+03
2.721575334317492889e+03 4.591358792066030219e+03
3.474354262910723264e+03 4.674236298373654790e+03
4.353147470025205621e+03 4.625786204667650964e+03
5.094623593277734471e+03 4.658691144766267826e+03
1.941804468974793281e+02 5.247781209995529935e+03
1.263903017246376066e+03 5.031203403278133010e+03
1.978093431631985823e+03 4.945036408897612091e+03
3.090532227678856088e+03 5.215121405220444103e+03
3.900422761145324330e+03 5.431048070961610392e+03
4.575878104155101937e+03 5.174620616303128372e+03
5.662635362069783696e+03 5.447053561108611575e+03
-1.279561136687892429e+02 6.074322536654700343e+03
1.008070299530604188e+03 6.006631274608203967e+03
1.506496160531585474e+03 6.065634254010738005e+03
2.415524795128668302e+03 5.711782244612433715e+03
3.273901586929980112e+03 5.753072791941882315e+03
4.113543260650313641e+03 5.993620879197425893e+03
2.236098348095149504e+02 6.451284601312318046e+03
1.479503402925699675e+03 6.583284375035988887e+03
2.358524589302768163e+03 6.625982901127717923e+03
3.214647590375500386e+03 6.448239441546918897e+03
1.896730091096501383e+03 7.308072053081988088e+03
2.405150732522338330e+03 7.407532767227227851e+03
