# turbineXstart, turbineYstart
1.086220678466990421e+03 6.417182430745657484e+01
1.674463938155317464e+03 2.959796504744036838e+01
2.003888095105952061e+03 5.656921822039429060e+01
6.944607343534620441e+02 5.580533090864066708e+02
1.424788087430191354e+03 3.476344424420933592e+02
1.926316471226699377e+03 5.581246880378945434e+02
2.445934337893582779e+03 4.302852430075132020e+02
3.258736257160964669e+03 7.054851475472225957e+02
5.743885839691138244e+02 8.654088467895746817e+02
1.136116018555763503e+03 1.046175668671530275e+03
1.763954689938948377e+03 8.808354575725010136e+02
2.273755527084911591e+03 1.061520050246143455e+03
2.969767111903716341e+03 1.123974317475044927e+03
3.460066868359202090e+03 1.221017945979159776e+03
1.716984142219762361e+02 1.549598961422552293e+03
6.209682319208932313e+02 1.580124070492119245e+03
1.510067016214999512e+03 1.509408243890071390e+03
1.972412437905697061e+03 1.537339782299294711e+03
2.621783088042677718e+03 1.508526558132313539e+03
3.039944376856110011e+03 1.424812696685250785e+03
3.717406140609486101e+03 1.583427658537076240e+03
5.748201838383859013e+02 2.035786857364682646e+03
9.479389937629854330e+02 1.958457064605258211e+03
1.829999205051106401e+03 2.015189940272875901e+03
2.333038310754841405e+03 1.876878728731614274e+03
3.048568277277533070e+03 1.978895272138491237e+03
3.621306314490765999e+03 1.959618365980895305e+03
1.832267394471003854e+02 2.400022374238792054e+03
7.714281360954965976e+02 2.301974351734250831e+03
1.252181094626448612e+03 2.542211750018134353e+03
1.848414165370207911e+03 2.380994692686131657e+03
2.623672757028929482e+03 2.613006717015832237e+03
3.191210356154583678e+03 2.443514637905238033e+03
3.634964548096767430e+03 2.715347385723210664e+03
1.280979047000507762e+02 2.938269323186374095e+03
4.949703844108015005e+02 2.918971530891397379e+03
1.099448319119295320e+03 2.923035171394537883e+03
1.655232259508456764e+03 2.797291875821917529e+03
2.236242559300605990e+03 3.143243720600619326e+03
2.888503290808829206e+03 2.961339528564913053e+03
3.489413089642562227e+03 3.141738232922770294e+03
1.816235880761493888e+02 3.429709098014381652e+03
9.277835520587854035e+02 3.358974297386823764e+03
1.493206956510489363e+03 3.455864407586646848e+03
1.882161555548063689e+03 3.390413941674584748e+03
2.542335249237606149e+03 3.428075114297764230e+03
3.277726029169343747e+03 3.502971086913303225e+03
3.661627005655280300e+03 3.512019034773183193e+03
-1.384344631505634027e+01 4.070145073611703538e+03
4.760527209500631329e+02 3.855654394802451861e+03
1.108409780852476160e+03 3.757386033572883662e+03
1.658830973259846360e+03 3.976723459668301075e+03
2.229528715870424548e+03 4.033932902648467007e+03
2.799785104597375721e+03 3.860590412901993204e+03
3.606668899796480900e+02 4.268790073040741845e+03
9.462168087508798635e+02 4.518884918398593982e+03
1.445342390865543166e+03 4.324084069421430286e+03
1.880548163412103577e+03 4.558350686047410818e+03
1.064007276296382088e+03 4.872497050653058068e+03
1.686378697736135564e+03 4.914242889521610778e+03
