# turbineXstart, turbineYstart
1.309657968718922348e+03 -5.356878378376566729e+01
2.290460773918161976e+03 -1.665978226866473904e+02
3.179609497866756556e+03 2.692117835751902817e+02
9.958288693992750495e+02 9.928651159918958911e+02
1.890496974195978964e+03 6.468716837359138481e+02
2.965300821730138068e+03 8.665985073564718277e+02
3.954675376682508613e+03 7.785565053818236265e+02
4.548606474754983537e+03 8.276432229137664081e+02
5.016145153449811573e+02 1.323798408692209705e+03
1.315409577531205969e+03 1.282204307302047937e+03
2.300482901561035760e+03 1.695687683070381581e+03
3.583336782782630053e+03 1.423355120380306516e+03
4.208343383813486071e+03 1.392102614373038705e+03
5.224123396326323018e+03 1.523671646031035152e+03
1.781379294231647350e+02 2.120362319294205008e+03
1.237621823338067315e+03 2.130538209413711684e+03
2.173963987877412819e+03 2.106484674821409953e+03
2.861285739505797665e+03 2.420370406790375910e+03
4.037683483094339408e+03 2.250474038374485644e+03
4.641806772515941702e+03 2.302102174828884927e+03
5.795012768774939104e+03 2.329417976797371921e+03
1.016486670695985595e+03 2.871943602947095314e+03
1.452234368673894551e+03 2.749408510061582092e+03
2.503665151541412797e+03 3.087861018657215027e+03
3.339065597962096945e+03 3.160634472446778545e+03
4.202076705242593562e+03 2.872034129292022044e+03
5.017743307307067880e+03 2.906723659487871828e+03
4.014762176296505913e+02 3.465902013934946353e+03
1.114441658184711287e+03 3.847474804470378785e+03
2.080960241760822100e+03 3.901809654422361746e+03
2.757218418272266717e+03 3.711209616805077530e+03
3.708261777022225488e+03 3.980769364964839951e+03
4.765135324048781513e+03 3.780104594088436443e+03
5.587075509542160034e+03 3.806930996011451498e+03
-1.247173786983945405e+02 4.461683172148847916e+03
6.638768921917576336e+02 4.456375871016342899e+03
1.888840451813423670e+03 4.616322821670414669e+03
2.776210855080516467e+03 4.450372945078324847e+03
3.510817729630987742e+03 4.512371215750565170e+03
4.475754311857287576e+03 4.586848680368865644e+03
5.048558805197922993e+03 4.533940410004417572e+03
2.469456674129093017e+02 4.910574668357608061e+03
1.135006071327140944e+03 5.332281600820647327e+03
2.067574531863580887e+03 5.264492680499547532e+03
3.149006037473630386e+03 5.120407160945103897e+03
3.705823378662750201e+03 5.178585459753353462e+03
4.911727487096633922e+03 5.086963718821937618e+03
5.423704742059018827e+03 5.430840292995412710e+03
1.271343829660069957e+02 6.005914345038272586e+03
1.062491146825986561e+03 5.998312130881572557e+03
1.494088826369891422e+03 6.084249039339953924e+03
2.806861648820840401e+03 5.653757266543550941e+03
3.395933495432371728e+03 5.754427455550166087e+03
4.082465605708392104e+03 5.950631433965610086e+03
6.292123989373767472e+02 6.480913284065068183e+03
1.512088706392141376e+03 6.664647291103249700e+03
2.124301120330238064e+03 6.513763147832783943e+03
3.109138707850472201e+03 6.450879496445721088e+03
1.804435943722822458e+03 7.414920365061077973e+03
2.649712841598586238e+03 7.459800840750326643e+03
