# turbineXstart, turbineYstart
4.259796697827323442e+02 7.581278760259098704e+01
8.408077302193678406e+02 4.860291829591716350e+00
1.029158954470112576e+03 1.620340506693754179e+01
3.653675455275999866e+02 2.727324333005357175e+02
7.081281197491572357e+02 2.042904585606282239e+02
9.331692850728364874e+02 2.592429375178145392e+02
1.247226844279842908e+03 3.165898460607950256e+02
1.580595228073810858e+03 2.822386551594065622e+02
2.884525480230565790e+02 4.254865901381799631e+02
5.519390528027171285e+02 4.239070216504672999e+02
7.453751706553139229e+02 4.225410743843314094e+02
1.073742111144336832e+03 5.563873305330128005e+02
1.449586025171130586e+03 4.511240752369261031e+02
1.737992325415376627e+03 6.183133060241465273e+02
1.410698000113161754e+02 7.646468682772745069e+02
4.594464536446288321e+02 7.403458525290138823e+02
6.902092642074820787e+02 7.058007462291122920e+02
1.011368655464502126e+03 7.979124428636378070e+02
1.296706692342544557e+03 6.953866704270401442e+02
1.602772089404092412e+03 8.399527167429885139e+02
1.953162443624857133e+03 8.889831604544281163e+02
1.877202469518864518e+02 9.627617957388526975e+02
4.933047916906647288e+02 9.149080191375330742e+02
8.998083314151679133e+02 1.011858979352348229e+03
1.197354050505154646e+03 1.074752254811693774e+03
1.396544610339534984e+03 1.000738532283934660e+03
1.802710023969098529e+03 1.123984093420240015e+03
1.176438068914168724e+02 1.245600505308910215e+03
3.465472060965938681e+02 1.280610025536845342e+03
7.657997190186791840e+02 1.301678323026454109e+03
1.060527727124789635e+03 1.298280524720805033e+03
1.309451287959085903e+03 1.324254521973408146e+03
1.562707888073568029e+03 1.293953193844641646e+03
1.918601705592881444e+03 1.361539785718544863e+03
5.287891191432535720e+00 1.416536749428126768e+03
3.025551978414665655e+02 1.404675553470293153e+03
5.356371893573914349e+02 1.499351478680940772e+03
8.877016432731863915e+02 1.458003158312127653e+03
1.138925702047832829e+03 1.552387542200586722e+03
1.418505250797129975e+03 1.463315534115208266e+03
1.729645939776605246e+03 1.505120883435692122e+03
2.130328485476771903e+02 1.757264593715689216e+03
4.178618929274269931e+02 1.659144716575592156e+03
6.378231786909303764e+02 1.669017097031397043e+03
9.395653536905539340e+02 1.650649581850761479e+03
1.293584644639871385e+03 1.707492148140258450e+03
1.646124012229281561e+03 1.844193379138186856e+03
1.820778975139407976e+03 1.863096833235241547e+03
7.921932631242140133e+01 1.891300617064425978e+03
2.318903993984457941e+02 1.939408289754780071e+03
6.342188559023131802e+02 1.903006272981324855e+03
7.863151754938339764e+02 1.947295504132533097e+03
1.170795045656727325e+03 2.014908438589053503e+03
1.386366985632526166e+03 1.933015430625926001e+03
2.268830581933631834e+02 2.144587603289917752e+03
3.617416372044407353e+02 2.216173447253640006e+03
7.603241083671397291e+02 2.203544736960745922e+03
1.019515210232053164e+03 2.160412014238797383e+03
6.106604121702362136e+02 2.361918683319941465e+03
8.105246048994371222e+02 2.420683855129641415e+03
