# turbineXstart, turbineYstart
5.508898262093589437e+02 -4.055553559744399195e+01
8.552186275411328324e+02 5.090141566239915960e+01
1.075164468603539490e+03 -3.037669379032737282e+01
2.909949467667720455e+02 2.787524913548045902e+02
7.175939737654534838e+02 2.489107867792319553e+02
1.006673270780763346e+03 3.329915740503522557e+02
1.334003293034127182e+03 3.454968918263293745e+02
1.644981035413104792e+03 2.267444029713151110e+02
1.576109526464749138e+02 5.629193819751646970e+02
5.198376803555560173e+02 4.828697144739688838e+02
7.360257319535509168e+02 4.878682871370209000e+02
1.114434397667099120e+03 4.487364995274315334e+02
1.389979925866085523e+03 5.472482602034585852e+02
1.815402309699816215e+03 5.744842847397803780e+02
6.247845714642392778e+01 7.651907517911465675e+02
4.627030107045822547e+02 7.098669736294395989e+02
6.910245806543159688e+02 7.724186462083787319e+02
9.691676814679119616e+02 7.164360846876264759e+02
1.262021800796267598e+03 7.478512342547079470e+02
1.617764377677804760e+03 7.648342120415560430e+02
1.961150942117756358e+03 7.940287953929478135e+02
2.373493139898921527e+02 9.582372901734113384e+02
5.876083174537293417e+02 9.676467604693916655e+02
8.728931391105663806e+02 1.064934162505582663e+03
1.180352249365035505e+03 1.036240422897164080e+03
1.491069433367803413e+03 9.805903192384896556e+02
1.742457588976271381e+03 9.796671997201572140e+02
1.680185519880537868e+02 1.266023837118491883e+03
4.261660976302908921e+02 1.286297983684561586e+03
6.979564101893007546e+02 1.215150278807370569e+03
1.073044519509649945e+03 1.305784333874520144e+03
1.271821503918494955e+03 1.328859960082049383e+03
1.596589797405720674e+03 1.343416370343767539e+03
1.852252300233006054e+03 1.236360388918422132e+03
-1.521797443583905363e+01 1.442448461620899934e+03
2.667325800063078987e+02 1.400631546073663685e+03
6.208629462808869448e+02 1.545960354417266217e+03
8.871356708158679112e+02 1.516332021606487842e+03
1.217595857758371267e+03 1.545710560330727958e+03
1.504979168186350080e+03 1.457743475449071184e+03
1.692776189309515530e+03 1.610298474824784307e+03
9.991307432916596554e+01 1.657165753478097258e+03
4.268793319584017354e+02 1.771785273233735097e+03
7.596314813924466307e+02 1.762489317641276784e+03
9.972350834335251193e+02 1.728241706974052249e+03
1.231052253154505934e+03 1.799239779217150044e+03
1.574570381671441055e+03 1.797834079638848380e+03
1.871375250938772751e+03 1.814263642169551076e+03
-4.358223272366239343e+01 1.986381034542724819e+03
2.949898579605187479e+02 2.001583048881822151e+03
5.509037876830908544e+02 2.026720152684707500e+03
7.831737817423752404e+02 1.890673647062550117e+03
1.092786247445468007e+03 1.976224455584138695e+03
1.447408605287458613e+03 1.951355495016966188e+03
1.575920383180428814e+02 2.195582748064972293e+03
4.704354859616146314e+02 2.127534897523063592e+03
7.348633751501174629e+02 2.198939499939770485e+03
1.055526860170662076e+03 2.212553459161658793e+03
6.418458415705855487e+02 2.452560514242640238e+03
7.816951795113852768e+02 2.398561487864123592e+03
