# turbineXstart, turbineYstart
9.426728460390187365e+02 5.897069500078269044e+01
1.503628547230034428e+03 -4.956207364266759896e+01
2.287309059677064397e+03 -1.130826456412538477e+02
5.782346220490744599e+02 4.130267638140049939e+02
1.428546758140481415e+03 5.122589864005656182e+02
1.748574194287386035e+03 6.501706853134514859e+02
2.494472554326606769e+03 6.749115176178460160e+02
3.075714741682249041e+03 4.677855589381611026e+02
3.416401034999427679e+02 8.585177197701500518e+02
9.244801566539999840e+02 1.083576829169591292e+03
1.764974393405826504e+03 9.067604974008989984e+02
2.380490813290093683e+03 1.008356131292261125e+03
2.751188474490661520e+03 1.018250339762953672e+03
3.466771174237479045e+03 1.209074517689030017e+03
3.655889641295540287e+02 1.345709777033465798e+03
7.861515807459165899e+02 1.351666707863451620e+03
1.210534373427489527e+03 1.488338733878958465e+03
2.013952566216342120e+03 1.440789786901355001e+03
2.606550516255038474e+03 1.381983416590809384e+03
3.156351208772666268e+03 1.666926665443721504e+03
3.737491066407324070e+03 1.700218070260244758e+03
6.539947329990263825e+02 2.097330740489478558e+03
1.009567971277990637e+03 1.867756331928160080e+03
1.623615702158122986e+03 1.891779197711802908e+03
2.304814184170752469e+03 1.892147749488963200e+03
2.792665425575713016e+03 2.109048170171349739e+03
3.391473896221086306e+03 2.228585559480447046e+03
1.698060828425815032e+02 2.436536448174173984e+03
7.830967709032222501e+02 2.539147718425303538e+03
1.527583633343911515e+03 2.533634057108527031e+03
1.906420699831694037e+03 2.521329116008653727e+03
2.669943075568109634e+03 2.533590739019989996e+03
3.054151574988566608e+03 2.634906551261653476e+03
3.892621910054604541e+03 2.652569714934410058e+03
1.019953375642414244e+02 2.928465322477350128e+03
6.162570823618460736e+02 2.962491939718605408e+03
9.834146729955201636e+02 3.023024483095030519e+03
1.585994743714278911e+03 2.851092842871181801e+03
2.372745152563865759e+03 2.979876899102853713e+03
2.768821876206582601e+03 2.914086195072261944e+03
3.393286056088676105e+03 3.093521737793574175e+03
3.599959576285931462e+02 3.541516431146295872e+03
9.338462194153887594e+02 3.333733860321291104e+03
1.307495073980826874e+03 3.562717281077404550e+03
1.867759127006859899e+03 3.478258036855866067e+03
2.633534245442228894e+03 3.621756681443966045e+03
3.253641954253813765e+03 3.566356529243695149e+03
3.827801986622508593e+03 3.687144770777884787e+03
-1.622243722668341093e+01 3.889935066920158988e+03
5.259562868009895737e+02 3.999528546802627261e+03
1.102540335331250390e+03 3.876377855731578620e+03
1.618359709304112812e+03 3.923287025039459877e+03
2.312860579084270739e+03 3.851891669064197686e+03
2.819863195556937171e+03 3.918455687189704349e+03
2.897006022296315564e+02 4.276250766165324421e+03
8.229583437591362554e+02 4.543030024218728613e+03
1.447417235431966219e+03 4.460946478889926766e+03
2.105811861213843713e+03 4.381862758232081433e+03
9.870320501484754914e+02 4.853575618595644301e+03
1.738813693822096866e+03 4.812801779094131234e+03
