# turbineXstart, turbineYstart
8.324245495152219974e+02 -3.250183464901214592e+01
1.552946476228916026e+03 2.349717568515598032e+01
2.168425815424511256e+03 -6.565420000054172078e+01
6.470596687369265965e+02 3.779564150887451319e+02
1.336731417512352664e+03 4.177339694373358725e+02
1.965073865473653086e+03 4.021923624351047692e+02
2.512405290962089566e+03 6.758151998660413255e+02
3.186753515934895404e+03 5.524308552376580792e+02
4.471285905178712028e+02 1.125096648347844166e+03
1.075588994273621211e+03 8.702053974262798874e+02
1.594974492871959001e+03 9.354270115262902436e+02
2.313355417449653032e+03 1.016522661669897616e+03
2.753342661712955305e+03 9.785741132161501810e+02
3.607632610600093813e+03 1.225329005174887243e+03
2.100249865257541728e+02 1.563178706661256683e+03
7.495896959457827506e+02 1.618898363054121546e+03
1.218078681502226573e+03 1.336326867770738545e+03
1.975315989313385899e+03 1.460781277658434192e+03
2.472062423695332200e+03 1.412879670500770771e+03
3.143828780493806335e+03 1.654982730430592028e+03
3.912496923957440231e+03 1.758949118553550306e+03
3.622451805769402426e+02 1.817329188297434712e+03
1.233636888708681454e+03 2.005932952755481665e+03
1.826496409384068556e+03 1.838332423749149257e+03
2.189407543960780004e+03 1.937039678335058852e+03
2.996077456354179958e+03 2.148390874020805313e+03
3.478174481893781831e+03 1.945543957720503613e+03
3.630807915899302998e+02 2.611529503977759305e+03
8.327266916578979590e+02 2.594757757222398141e+03
1.356764300863827202e+03 2.581504792795348294e+03
2.133352149258414101e+03 2.482044709112012242e+03
2.687081853576597496e+03 2.562681324200611925e+03
3.143338285055504457e+03 2.722039650745089148e+03
3.861718479313970875e+03 2.638534859145138398e+03
5.746312942696178538e+01 2.881144348616564002e+03
4.620823440390668679e+02 3.061905660679304674e+03
1.278024381206626003e+03 2.833837318826069804e+03
1.585766395508574305e+03 3.031330094550811737e+03
2.459579800796731888e+03 3.019253979438425176e+03
2.811412605753259868e+03 3.050512819443379158e+03
3.449886129743115816e+03 3.163959425904418822e+03
4.193887029663554245e+02 3.538002242271516479e+03
7.253495840620071249e+02 3.351465252198247072e+03
1.333528226970750438e+03 3.295474704498373740e+03
1.934171615706062994e+03 3.470058899948902763e+03
2.711588732219108351e+03 3.433569518713746220e+03
3.090779871013729007e+03 3.436166044646696719e+03
3.687542497515264586e+03 3.631845263468861958e+03
-7.245017306065768992e+01 3.967947785705896877e+03
6.884811518899964540e+02 4.026132768335286528e+03
1.183009900023852879e+03 3.956831223728787791e+03
1.763013313540315266e+03 3.842204766291667966e+03
2.433038737990432310e+03 3.948745330066392853e+03
2.782779450031378019e+03 3.862291015869699095e+03
1.944329866378901102e+02 4.314813628139687353e+03
6.997647253044200397e+02 4.359016964469928098e+03
1.555860213245587147e+03 4.499575073058103044e+03
2.048316743250142281e+03 4.534022143354500258e+03
9.643285976390538963e+02 4.744647948864351747e+03
1.796962188198145213e+03 4.737807364748751752e+03
