# turbineXstart, turbineYstart
1.101183609939277403e+03 3.872085657243074053e+01
1.600110723752010017e+03 -1.285126616819081562e+02
2.007342866893962309e+03 7.081904121360453530e+01
7.108477198265450170e+02 4.646685866321996627e+02
1.223161216339739894e+03 6.036443455310688933e+02
1.883464184447356502e+03 5.767482930338827600e+02
2.361112156708564726e+03 5.700567539937635502e+02
3.019355071365508593e+03 5.702392129596925088e+02
5.744490555286996596e+02 1.110749656430348296e+03
9.375123468620819267e+02 9.082654187654982252e+02
1.491914417314892034e+03 1.127815074723080897e+03
2.332857821268558837e+03 1.156706403066375742e+03
2.806624808199708241e+03 1.209238436693475023e+03
3.598773197346974484e+03 1.100721158933516563e+03
5.941197904957022047e+01 1.489444619970076928e+03
9.279220990648577754e+02 1.391961371443943335e+03
1.232604399430041894e+03 1.434220718690644844e+03
1.940668280511092689e+03 1.616895928920737106e+03
2.521760366533991601e+03 1.446146550244472792e+03
3.320903523643843528e+03 1.519099565726347009e+03
3.920444080641676010e+03 1.766221651354710502e+03
4.822968560130133255e+02 1.970058312502103718e+03
1.005584697976555958e+03 1.919408404509802040e+03
1.752588339605628562e+03 1.882414298326241578e+03
2.129309154237141684e+03 1.847841494849365972e+03
2.867326988578979126e+03 2.065723708802904639e+03
3.646980372330132468e+03 2.091526745744182335e+03
4.036203803013929132e+02 2.398362351566717280e+03
7.351781814624920344e+02 2.531963342872347766e+03
1.354554342758257917e+03 2.486859489311539619e+03
2.046088716960591910e+03 2.586858479113436260e+03
2.537827110256255310e+03 2.637033411972942304e+03
3.122608209540546341e+03 2.629072137592814670e+03
3.621669740332776200e+03 2.723808436021245598e+03
-1.405924473038194549e+02 2.816462501075259752e+03
4.252291275994105035e+02 2.946563521884770125e+03
1.171869131144504081e+03 3.009086411788405712e+03
1.844873770944304169e+03 2.832712391048457903e+03
2.371611980355492051e+03 2.942057124543237478e+03
2.989181650854859981e+03 2.957898528554380846e+03
3.497286856220847312e+03 3.057869710704011595e+03
4.331254311374169106e+02 3.515134712565753034e+03
7.025505332177777973e+02 3.313366695607946440e+03
1.465251111741743216e+03 3.469808575728342930e+03
1.981117151588460729e+03 3.372812452778995976e+03
2.506993099541231459e+03 3.360456206977557940e+03
3.102720932229236951e+03 3.413630114396818954e+03
3.720296414234516305e+03 3.538806977175860084e+03
1.652545678451741082e+02 3.831587426364280418e+03
5.810427348649240002e+02 4.020578143969578377e+03
1.034014536044587658e+03 3.968369997613951000e+03
1.665710024877519118e+03 3.781972774490593110e+03
2.266024529724069453e+03 3.934842961029607977e+03
2.786386878867773703e+03 4.034596622145569654e+03
2.095264803215547715e+02 4.232678748747143800e+03
8.761487204965426372e+02 4.248286190328111843e+03
1.545654423312990275e+03 4.287675306493858443e+03
2.131199722245941302e+03 4.389268612609247612e+03
1.264305479031753748e+03 5.011904391393179139e+03
1.787002341112458453e+03 4.766114623904898508e+03
