# turbineXstart, turbineYstart
5.467470984489184502e+02 7.257216879308663238e+01
7.932464196462877908e+02 -7.805002926958296428e+01
1.113392448403191111e+03 7.913433273028709891e+01
3.823752696162845268e+02 2.429507204482815439e+02
6.543555418505249008e+02 2.928134837255474849e+02
1.001777046517315057e+03 2.490427234437616733e+02
1.243211895442045716e+03 3.040100670452211489e+02
1.601262957371721313e+03 2.247597673162819660e+02
2.167015201876102708e+02 4.410827258379788987e+02
5.562837747957968304e+02 4.198268688182171786e+02
8.802787524479124386e+02 4.927126023795843821e+02
1.106544782817513806e+03 5.419562255853045372e+02
1.471318513243986899e+03 5.869149797678896903e+02
1.710002191467881858e+03 5.023774397143242254e+02
9.162293522451892613e+01 7.561715083383909359e+02
3.125279617950778288e+02 6.603347558291824271e+02
6.784424044683944430e+02 7.515655053289577836e+02
1.036290954283188967e+03 7.419605302938857676e+02
1.223885286346233897e+03 7.893094981536216892e+02
1.626272994552767386e+03 8.099778385836366397e+02
1.966346722916400495e+03 7.770749812173387454e+02
2.600954399776312584e+02 9.666987476136879422e+02
5.634605201006917241e+02 1.044243328394815080e+03
8.020023125691045607e+02 1.050742469269894855e+03
1.168385464082414273e+03 9.558805150541247713e+02
1.495192786796508244e+03 1.071408921416496923e+03
1.815571915263842357e+03 1.004448453766494481e+03
1.702014276091220779e+02 1.245435533135065725e+03
3.681831731758236970e+02 1.206024182928609662e+03
6.267679663384396918e+02 1.166533856603434060e+03
1.074003563750216472e+03 1.170672205574391910e+03
1.272459551929949839e+03 1.233579397415542417e+03
1.561275698858049282e+03 1.240809186326108829e+03
1.918689039423925124e+03 1.283888740633172574e+03
4.495965398636384691e+01 1.509644938318669801e+03
2.868162682781246531e+02 1.392616486545767657e+03
6.177698516881158639e+02 1.470426456378577768e+03
8.959014906099860127e+02 1.537391712065509182e+03
1.233225581395058725e+03 1.505505195265699058e+03
1.440253227369172237e+03 1.569791991239981144e+03
1.704159620356813093e+03 1.553151652803151137e+03
1.889596711509134650e+02 1.686772815679202495e+03
4.402478308437827650e+02 1.720069469363172857e+03
7.133365945227025122e+02 1.668314722037113825e+03
1.055286771743608824e+03 1.661197571356904518e+03
1.344156682796706491e+03 1.718837009764602726e+03
1.655758031544433607e+03 1.711514987883515460e+03
1.875497954702646211e+03 1.791257044460555107e+03
6.589732684835176713e+00 1.956866371594313705e+03
2.321406263607597680e+02 1.986959582569733357e+03
5.129194983777521202e+02 1.993556468195528851e+03
8.919533893934237767e+02 1.938408643028637698e+03
1.191237608640520421e+03 1.946351084543096931e+03
1.452035246655437504e+03 1.952423626119638584e+03
1.310573087460580837e+02 2.206682467342043310e+03
3.816218660578597905e+02 2.153323563597781686e+03
7.206015337026403813e+02 2.121949468713572514e+03
1.038226515554426669e+03 2.252467738451488458e+03
5.139065721142146685e+02 2.358510861210254006e+03
8.298649926689785161e+02 2.369366195742933996e+03
