# turbineXstart, turbineYstart
-7.047087748531573652e+02 -2.220325864440949772e+03
2.663762555881145317e+02 2.022192818861597061e+03
-6.627765114188659936e+02 -1.172183264031466706e+03
1.086701090210167195e+03 1.518896824745398817e+03
-1.292845807931498030e+03 -6.747911009307608765e+02
1.373675098045140203e+03 1.219857995441276898e+03
-2.253490429261585632e+03 -3.028704873766403693e+02
1.667832462880987805e+03 2.042384692658803260e+02
1.233189336457343870e+03 -1.177652727480163321e+03
-8.186917389312451405e+02 1.683402770865046932e+03
6.863373537984890618e+02 -6.992514943294182785e+02
-5.898070898726635960e+02 9.037996515317463491e+02
1.920060026207310955e+02 -3.401559552900005201e+02
3.282203959950929857e+02 7.633815989009660825e+02
-2.209873836928076116e+02 -1.973793418283561039e+02
4.166416429136564261e+02 2.669900228486510230e+01
-7.440327262034860496e+02 5.606200143830108118e+02
1.164235584515399296e+03 -7.597219880809683445e+02
-1.497124346080245687e+03 9.411939162188064074e+02
1.720263815578612821e+03 -1.082829685611514378e+03
1.767889162893251296e+03 -5.903585676946653393e+02
-1.795890377311687644e+03 2.222030590960954441e+02
1.641910867486644520e+03 2.556746684303809900e+02
-1.431012516425900230e+03 1.224031698268853177e+02
1.279079749524552881e+03 3.097114596772184427e+02
-1.046771963905533767e+03 -7.172605303282430214e+02
3.091261771043390354e+02 8.127549591722257674e+02
-6.509955525476216280e+02 -1.172542501420124609e+03
1.431279404677219702e+02 1.521340416367678472e+03
1.680995134936864019e+02 -1.191860765810596604e+03
-5.244040803414862921e+02 1.799172085468448586e+03
2.979281629658586894e+02 -1.910276302802855071e+03
