# turbineXstart, turbineYstart
1.317729724528332099e+03 -1.023952138241781284e+02
2.311905589889297062e+03 -1.777540493365301586e+02
3.266855094420215664e+03 -1.951057085862380518e+02
8.752756653085326661e+02 7.805893824517143003e+02
1.929741451823393845e+03 6.642591066926395342e+02
2.915926882117977129e+03 6.575294391003902774e+02
3.637665791651510062e+03 7.995810296097038190e+02
4.654106106367234133e+03 7.965196136309552912e+02
8.057589854976469042e+02 1.591985888148225740e+03
1.397684793250084567e+03 1.704568730768196247e+03
2.539676294637405590e+03 1.685614676434935518e+03
3.412957829248056896e+03 1.748364651460760797e+03
4.148294821960748777e+03 1.716680732442068347e+03
5.201300418663548953e+03 1.842538398928616971e+03
2.377307769433180340e+02 2.136232840422851496e+03
1.090766716787108180e+03 2.012220282918874091e+03
2.095001704817804693e+03 2.056428947588241044e+03
3.032752521056132991e+03 2.036357202979548902e+03
3.648535389530519751e+03 2.148680658631058577e+03
4.930961378855356088e+03 2.546010491050006749e+03
5.487142774199078303e+03 2.334745361380652867e+03
7.775654390422931783e+02 2.781952828576995216e+03
1.745885632010035351e+03 2.846595274420651549e+03
2.394148626785674423e+03 2.855305608537369153e+03
3.455480483103166080e+03 3.239871092351148945e+03
4.550484350866163368e+03 2.889693623700233729e+03
5.097029034104300990e+03 3.221126477369869008e+03
3.963616413343149247e+02 3.476576828410572944e+03
1.075493777154830241e+03 3.535183446129029107e+03
1.904519461216853188e+03 3.572789676691315435e+03
2.781328112655533459e+03 3.804486073061720617e+03
3.955493556357643683e+03 3.993307319535605529e+03
4.689719765198838104e+03 4.008378705698700287e+03
5.742749722957921222e+03 3.714809992699726081e+03
-2.283501511339304670e+02 4.386774013579275561e+03
8.447850758698483560e+02 4.262610083604909960e+03
1.540974285896557376e+03 4.559562451692002469e+03
2.455478743735094667e+03 4.426162106082054379e+03
3.448286359786502089e+03 4.380986941491185462e+03
4.520526013942227110e+03 4.433257072959600009e+03
5.292309193893913289e+03 4.615314117459916815e+03
4.851425933345590238e+02 5.265954478535270937e+03
1.274011086313751548e+03 5.290870021619351064e+03
2.334928954480532411e+03 5.360739301609691211e+03
2.858781201779604544e+03 4.985892237001437934e+03
3.672170723930878012e+03 5.066748405515138984e+03
4.499217474581777424e+03 5.148771292009332683e+03
5.750364523511795596e+03 5.411437037613055509e+03
2.294532464958643629e+02 6.077809323777992176e+03
8.944566384043705511e+02 5.654653751320443916e+03
1.472436289719565366e+03 5.802391173529184016e+03
2.749110486375368055e+03 5.905724595212788699e+03
3.415898496391727349e+03 5.988988559823305877e+03
4.140504817814660782e+03 6.161489311324385199e+03
2.356839528716446921e+02 6.621615670594130279e+03
1.401564307677243505e+03 6.717410729630657443e+03
2.077633977555793990e+03 6.468702661545214141e+03
2.829339418436841697e+03 6.424922314558212747e+03
1.536232093366239951e+03 7.154049432144880484e+03
2.501560424531483477e+03 7.497763671010381586e+03
