# turbineXstart, turbineYstart
1.287707066475718420e+03 2.478131991204626559e+02
2.279134005623647226e+03 -1.378498854842392234e+02
3.010278519039671210e+03 4.656826157249490450e+00
1.240491390199076704e+03 9.256269102417202248e+02
1.943053700551039128e+03 5.323427072424639164e+02
2.610250472883847578e+03 9.755605842591156716e+02
3.605574447268028962e+03 8.108403843920622194e+02
4.663838001975175757e+03 8.333897098177556018e+02
5.001442900139793437e+02 1.270402180128578948e+03
1.484112190271769123e+03 1.559102758250350917e+03
2.554054157106990260e+03 1.665734387398604667e+03
3.206419227953203517e+03 1.532763273846976062e+03
4.397238932170084809e+03 1.406339461155347635e+03
5.182787023641464657e+03 1.696746158784653062e+03
8.744848717102394176e+01 2.187373716502939715e+03
1.168799159256763232e+03 2.013072490487104915e+03
1.988177628468070452e+03 2.084307301708133309e+03
3.109701317447098518e+03 2.195130177704057132e+03
3.856759802555183342e+03 2.093044381752191384e+03
4.666318011770898011e+03 2.597869328920666703e+03
5.620440716307120056e+03 2.465400968972280680e+03
8.544555236736082406e+02 3.015099790471831511e+03
1.872519561320007597e+03 2.809308970268075427e+03
2.592333241260538216e+03 3.042740888147793157e+03
3.286812730480755818e+03 2.783617487258820347e+03
4.350141602719173534e+03 3.048887540079371774e+03
5.324132828853524188e+03 2.976398675136728343e+03
2.339444693461863949e+02 3.761916288286210147e+03
1.156084370792748587e+03 3.643681653158014797e+03
2.273264005854446168e+03 3.661306388937503471e+03
2.951911313697586138e+03 3.607959348257964848e+03
3.717172480449450632e+03 3.826130339521056158e+03
4.694987005640165989e+03 3.972911235127420241e+03
5.799875741082465538e+03 4.064127635812441440e+03
1.794506413121438584e+02 4.486681068350419082e+03
8.736108531940989224e+02 4.345411153871796159e+03
1.774347459975140509e+03 4.318248332188920358e+03
2.335438461086955613e+03 4.266994277428915666e+03
3.554957602967696857e+03 4.419080591064067448e+03
4.127277393232157920e+03 4.714530239938041632e+03
5.360672229915643584e+03 4.838758561772192479e+03
2.767261809187160679e+02 5.227391347580294678e+03
1.045530515473323931e+03 5.057456759208478616e+03
2.090162604299883697e+03 4.952783322015488920e+03
2.779411244732309569e+03 5.300460245853193555e+03
3.669441680481231288e+03 5.080881787025999074e+03
4.641190363586071726e+03 5.341242255579925768e+03
5.402723225508878386e+03 5.122327057927484930e+03
-1.498250426154845911e+02 5.973427814629558270e+03
7.251675966577322470e+02 5.641211392568880001e+03
1.479374579767635623e+03 6.043086554406536379e+03
2.529779152367790630e+03 5.971316555264976159e+03
3.587521968313364141e+03 6.172934695296437894e+03
4.362980283960485394e+03 5.972873803088849854e+03
2.944724397874481951e+02 6.522547877251409773e+03
1.428889579617373329e+03 6.408130490004275998e+03
2.297146218997373580e+03 6.560120954628937398e+03
2.851799191063223589e+03 6.599569929766596033e+03
1.612922903356293091e+03 7.409866728821110883e+03
2.378149465853406582e+03 7.470392019923692715e+03
