# turbineXstart, turbineYstart
-3.195960953007836451e+02 -1.937564546344674909e+03
4.645378808446992593e+02 1.934560108374535957e+03
-1.019245465732538150e+03 -1.357002684585464067e+03
8.917561124075178896e+02 1.349595183888298152e+03
-1.490549565017082386e+03 -1.105596785092395976e+03
1.463588752795791606e+03 1.116657762318654932e+03
-1.908274640014427405e+03 -5.893084689369738953e+02
2.077986765297427610e+03 4.152452032512065330e+02
1.093244567916550068e+03 -1.347119345203124112e+03
-1.083312612164058919e+03 1.324765291105685037e+03
5.135074357446146678e+02 -7.976300416432388829e+02
-3.492389392387452745e+02 1.121335421755221432e+03
1.798712804169790047e+01 -4.718213057968160342e+02
-9.974119721477433131e+01 5.890624157085978823e+02
-6.471441097920305765e+02 6.238888672863575380e+01
5.013850216324182156e+02 -1.765606859944968932e+01
-1.007979254464453788e+03 4.066306923684848016e+02
8.472857846818816370e+02 -5.523466262936050271e+02
-1.272076874719089801e+03 1.118738457249510475e+03
1.322284154020939923e+03 -8.224498246638097498e+02
1.811313216295460052e+03 -6.068840161421830999e+02
-1.757486089660361358e+03 4.484359447302676358e+02
1.451117676636267561e+03 1.588724067190901792e+02
-1.425536886266224656e+03 9.147067183397791723e+01
1.127697944876345446e+03 4.468053770509945934e+02
-8.930548355758787693e+02 -4.772953241402946105e+02
4.054883043111037750e+02 9.764521612623888132e+02
-4.244614235769082597e+02 -1.100007419531063761e+03
4.915861184679013718e+01 1.565060627317911212e+03
3.021572994652883892e+01 -1.543560938053543168e+03
-5.189049017195864053e+02 1.927459226830025727e+03
4.505071454272563756e+02 -1.903953801361262549e+03
