# turbineXstart, turbineYstart
-1.308083728747633359e+02 -1.336885722411909001e+03
2.358037704083121184e+02 1.240696757487947707e+03
-5.448746281805745184e+02 -9.935402771898803849e+02
6.175491488520323173e+02 8.153461883710426719e+02
-1.154162916079746537e+03 -4.559870801501577944e+02
1.104680522413013932e+03 7.407080020253774819e+02
-1.406761761074022616e+03 -4.899037577876431442e+02
1.245349294431593307e+03 9.601136630155019702e+01
7.329898502062709440e+02 -8.585640371892081930e+02
-8.193045410875407697e+02 8.644468166956419282e+02
1.623186524608998980e+02 -7.305496568611379189e+02
-2.246970574321923095e+02 6.746365482317313536e+02
1.089221342690750021e+02 -2.445911723959010260e+02
2.978001500883800645e+01 2.975129234861211671e+02
-2.651032704151831467e+02 1.498440245414991523e+02
4.714005356388250334e+02 -1.188524135314149390e+02
-7.518205936062263390e+02 4.211081817800526323e+02
7.301642975526109467e+02 -4.154385050873797809e+02
-1.105360440605059239e+03 7.374246592045884654e+02
9.073201024127564551e+02 -7.369491136622108343e+02
1.279021990364727117e+03 -3.621061527106728590e+02
-1.323248551723144374e+03 4.131608097412730558e+02
8.097797707444988191e+02 -1.234302182081641206e+02
-9.059580039602210491e+02 -3.217578243955938433e+01
4.658651521998275484e+02 4.478620061795735978e+02
-4.578324957527208312e+02 -1.373062656453228669e+02
3.728973002581864193e+02 5.549214643257230364e+02
-5.244013172770357869e+02 -4.706902315436757362e+02
-7.266636197186764434e+01 1.159889421656317609e+03
-1.320163612302615945e+02 -7.952141969466566707e+02
-3.394169117573293875e+02 1.114318723049982509e+03
3.349679067339438348e+02 -1.311798462689171629e+03
