# turbineXstart, turbineYstart
1.642870587351879976e+03 2.397053929180594878e+02
2.137635982365709424e+03 -1.653975632117539476e+02
3.391622280410260373e+03 2.462952261115992201e+02
8.825314968832457225e+02 8.640100688985464785e+02
1.910073080183573666e+03 7.954437434533230089e+02
2.739444499998789979e+03 5.309730017679614775e+02
3.933084608228228717e+03 7.157471147867499894e+02
4.598358022051615080e+03 1.062591509951256512e+03
6.464073583233383715e+02 1.655902827359766889e+03
1.753189227809755721e+03 1.553416591648935082e+03
2.483770632588026274e+03 1.713625268937330475e+03
3.475632009990589722e+03 1.417632440048101898e+03
4.341426580801408818e+03 1.792400960925025856e+03
5.322956821853575093e+03 1.759739633540926206e+03
2.531289363232894232e+02 2.454211911796934601e+03
1.345100923229637147e+03 2.152352134865527660e+03
1.926409675160620054e+03 2.048020888556338377e+03
2.957185591709468099e+03 2.199075879011411416e+03
3.752038109636864192e+03 2.347499002248600846e+03
4.602095289262151709e+03 2.501536327574721327e+03
5.608395262200011530e+03 2.591090488562579594e+03
5.562404367313656621e+02 2.765708982090051450e+03
1.729623989566415275e+03 3.057959285480812014e+03
2.309125329885534484e+03 2.741371467335719899e+03
3.423279266530574660e+03 2.948129312913652939e+03
4.304373940690250492e+03 3.242627586378172509e+03
5.229387230598837959e+03 3.312312983549904402e+03
4.806371256462620067e+02 3.601321063980964027e+03
1.357444191420954894e+03 3.811004472663832530e+03
2.265706588716657279e+03 3.638050881991754977e+03
3.218308576568544140e+03 3.569765577456215851e+03
3.909250166172459558e+03 3.572361481936779455e+03
4.575253423802515499e+03 3.812476629161417804e+03
5.560834809305800263e+03 3.897626526821972675e+03
6.061989929087199869e+01 4.423000770605668549e+03
8.708244116616241399e+02 4.472043043503986155e+03
1.601265885710933162e+03 4.213995929127049749e+03
2.395914816070004690e+03 4.502393691166389544e+03
3.584659718385248652e+03 4.291528304508440669e+03
4.254984539650997249e+03 4.715410696289685802e+03
5.195797842632632637e+03 4.492223682855234983e+03
4.331673919140703788e+02 5.168718723478051288e+03
1.266739025691449797e+03 5.023315784230761892e+03
1.996746359155024720e+03 5.109270940381010405e+03
3.214139974762294059e+03 5.218602464604311535e+03
4.101417622387905794e+03 5.113155819360777059e+03
4.646869350529331314e+03 5.339601097188648055e+03
5.450662955726304062e+03 5.309163091874187558e+03
1.555536943419904787e+02 5.796045024792452750e+03
8.691967422241331178e+02 5.990207574944281077e+03
1.576582485586106714e+03 6.038616956907185340e+03
2.501572923299419926e+03 6.109144114894988888e+03
3.622468684977634439e+03 5.834477132446526412e+03
4.338012993193974580e+03 6.086908965476177400e+03
5.703806120580967445e+02 6.757040049957182418e+03
1.116969552646566626e+03 6.814729982356786422e+03
1.922684207593783412e+03 6.758695039229056420e+03
3.026625125104562812e+03 6.770172962106967134e+03
1.789690277321706162e+03 7.119186574066524372e+03
2.739833826432438400e+03 7.402503032284408619e+03
