# turbineXstart, turbineYstart
-3.233461096699351174e+02 -1.433906212819009170e+03
2.849489598096436112e+02 1.400021163057021340e+03
-4.835593684779764203e+02 -9.604123914454955866e+02
6.584510400664099734e+02 1.149311731998455343e+03
-8.312203600931677556e+02 -8.030367635053196409e+02
7.613676582910387651e+02 7.032868181219835151e+02
-1.432780924621994473e+03 -2.289324027175103424e+02
1.286841665550979769e+03 3.090170934592624121e+02
7.705554042278241695e+02 -1.090239899992925530e+03
-6.184272291394723879e+02 1.170362078127372570e+03
4.972717138618840522e+02 -7.590476517319008281e+02
-1.716277270858826682e+02 5.437537607675349136e+02
1.049451422082028103e+02 -4.258902950669565826e+02
-2.099123988046701470e+02 1.647385041090824984e+02
-1.405541425981151065e+02 -4.866235787690746406e+01
2.791176192960894014e+02 -1.035246285151688141e+02
-7.191555834159618144e+02 2.540260642110019944e+02
5.585448902566052993e+02 -2.858432016832471732e+02
-7.395179890122266215e+02 4.648049317769446134e+02
8.361199584584301192e+02 -5.672571645229376145e+02
1.230459672994058110e+03 -2.702022575163057354e+02
-1.213482995873255732e+03 4.182312967809027668e+02
9.916760066869173897e+02 -8.320123871152787842e+00
-9.277454809177036168e+02 2.130893211030735301e+02
5.967731216543752453e+02 2.584569414666096918e+02
-6.584265056177448514e+02 -3.251947518434767517e+02
4.900511923521108315e+02 7.163500268863077736e+02
-1.096742386980678248e+02 -4.391920572069094533e+02
2.112979070825105055e+02 1.082930686101012043e+03
9.954922160360655425e+01 -7.704357199120524911e+02
-2.810838432928229054e+02 1.333459811919137792e+03
4.961155920991624839e+02 -1.075139035549568916e+03
