# turbineXstart, turbineYstart
1.274506588733568606e+03 1.825489068354698645e+02
2.258287415186790440e+03 -1.777973757334709717e+02
3.000795249741269799e+03 -1.861410805258714163e+02
8.468984602774100949e+02 9.014071271055303214e+02
2.040565270649668491e+03 7.939979337634720196e+02
2.853179523339313619e+03 6.953546219303807447e+02
3.873214291484207024e+03 8.063543788138939590e+02
4.516223094762626715e+03 6.990776410624912387e+02
7.333450026445152616e+02 1.532079387092769821e+03
1.665117799959924014e+03 1.390151858101121888e+03
2.411255251921430954e+03 1.699990747866816037e+03
3.516160783353948773e+03 1.385456822490235481e+03
4.357061357279957519e+03 1.456048185265866323e+03
5.020588197128506181e+03 1.554661775172180114e+03
4.951413871836704175e+02 2.248244842605043232e+03
9.982474771558397606e+02 2.044018825096914497e+03
1.838658226108695317e+03 2.420865085278501283e+03
3.170299826682285584e+03 2.147984294881402093e+03
3.756126777229784693e+03 2.497374095089633101e+03
4.918295869724292970e+03 2.305417192144467663e+03
5.606097344687193072e+03 2.585145883516770027e+03
7.114088462978502321e+02 2.723746007575033673e+03
1.836034774146841755e+03 2.750971234157525487e+03
2.519852885790874552e+03 3.040176009219062962e+03
3.450431805127978805e+03 2.794727763783344926e+03
4.180413191671382265e+03 2.991293907377526921e+03
5.136897078130911723e+03 2.942606741831967611e+03
4.149315005849039153e+02 3.643396448295720802e+03
1.140684833106183078e+03 3.557377642996686063e+03
2.006481294163563234e+03 3.855350109440161759e+03
2.820601329815456666e+03 3.773483050058719527e+03
3.694197350474005816e+03 3.682700421064735110e+03
4.650936479313851123e+03 4.001729503267672044e+03
5.783932819261761324e+03 3.979453012114838657e+03
2.092856300861110412e+02 4.300209130089127029e+03
1.063238276780676415e+03 4.195530059026739764e+03
1.477364023883970276e+03 4.555327763309254806e+03
2.664446295933524652e+03 4.308564564063257421e+03
3.473900184869390614e+03 4.463092711593277272e+03
4.390119462815907355e+03 4.694620465206093286e+03
5.237485506474407885e+03 4.576046468647086840e+03
2.300003543390029108e+02 5.218159118537085305e+03
1.251513497104407406e+03 5.005766193289811781e+03
2.316355879927535625e+03 5.161091105716049242e+03
3.000697866869422796e+03 5.371671378097618799e+03
3.914062961410533262e+03 5.060721504457636911e+03
4.675816838035961155e+03 5.497834147916402799e+03
5.587640888081344201e+03 5.255218039104142008e+03
-9.020418233110947881e+01 5.818000367191447367e+03
6.474237141579201307e+02 5.685729283916714849e+03
1.528062312529895280e+03 5.917926299358567121e+03
2.474015529006511315e+03 5.861212365805523405e+03
3.530431693489030295e+03 5.764368311881009504e+03
4.324054918209837524e+03 6.213663701679445694e+03
5.561817819892841044e+02 6.454028399953145708e+03
1.330114285520066687e+03 6.610889537044589815e+03
2.196134950878158179e+03 6.527201543818147911e+03
2.952857141876469996e+03 6.796713884367102764e+03
1.580875826788356107e+03 7.101623379706513333e+03
2.673031925341497754e+03 7.348277327414067258e+03
