# turbineXstart, turbineYstart
1.589332004462625946e+03 2.054396810501474988e+02
2.149195111299402015e+03 -1.934633653677772998e+02
3.351693326638306644e+03 1.883307795755017935e+02
1.109415133516579544e+03 8.979975758920587623e+02
1.985133216425460432e+03 8.909303887628743723e+02
2.820582006723944232e+03 9.254481581575098517e+02
3.734400132238171864e+03 8.384117666586707855e+02
4.633435835291670628e+03 6.885118710965998616e+02
6.448621000650078940e+02 1.492625132932954330e+03
1.508451456108469756e+03 1.228369005493623717e+03
2.619908515260627155e+03 1.476431834414543346e+03
3.554377006104069551e+03 1.460014888506102352e+03
4.504753093972826719e+03 1.550565812196588922e+03
5.185806225630796689e+03 1.862703494251642496e+03
1.037532628398172960e+02 2.075647364738923443e+03
1.231956554260125131e+03 2.378547472919547999e+03
1.867162803366606568e+03 2.308562296417402194e+03
2.788015608974425959e+03 2.021573113528220574e+03
3.746781455677718441e+03 2.112065176277615592e+03
4.610049224953289013e+03 2.156297707862523566e+03
5.549656612157662494e+03 2.219412036131851892e+03
8.692978089582658185e+02 2.956026896943356860e+03
1.758688537949965166e+03 2.741859266487708283e+03
2.731781566187725275e+03 3.213026773097960358e+03
3.219635263789843520e+03 2.871890598767681240e+03
4.576692613306893691e+03 2.891463532467208097e+03
5.223631432304746340e+03 3.072257660351790491e+03
2.998488235040811105e+02 3.714377158940653317e+03
1.410885675590609480e+03 3.848887647840120280e+03
1.978365406777763837e+03 3.876453385014119704e+03
3.134796548893089494e+03 3.835999598526977024e+03
3.914914029783868500e+03 3.727221261499147204e+03
4.814140369330980320e+03 3.856091172047281816e+03
5.523963579862383085e+03 3.942729841487960584e+03
-4.009304390325534939e+01 4.322186241697634614e+03
6.713734845404510452e+02 4.351761184536188011e+03
1.536854126971506503e+03 4.207210801234896280e+03
2.723307016418553303e+03 4.218014005329127031e+03
3.415060492039408473e+03 4.427893232627561702e+03
4.257447625229049663e+03 4.621218719599369251e+03
5.109315856505759257e+03 4.767257893286375293e+03
2.098798967764216457e+02 4.941982691256545877e+03
1.229028969411355092e+03 5.253535387621284826e+03
2.053758916922663957e+03 5.259511800043791482e+03
3.092453738576376963e+03 4.976777739580712478e+03
3.992530996706587757e+03 5.084012044950607560e+03
4.726099878439204986e+03 5.517258116195967887e+03
5.802002020235244345e+03 5.408808484059615694e+03
1.265720753860715320e+02 5.721161207667852068e+03
6.821679500829645804e+02 5.760917029308284327e+03
1.944040095532153828e+03 5.852033235099826925e+03
2.372019862851002017e+03 5.833967813125830617e+03
3.211643912277467734e+03 5.988306123654272596e+03
4.321468123575304162e+03 6.171722644885759109e+03
3.299878020742686999e+02 6.569507348650936365e+03
1.435158275170232173e+03 6.576870502150596622e+03
2.259451106236845135e+03 6.730749928381209429e+03
3.074596631812325995e+03 6.673432088845856015e+03
1.571299205821839905e+03 7.354408354110701111e+03
2.692903041562664839e+03 7.454069511833233264e+03
