# turbineXstart, turbineYstart
8.680658912329224677e+02 1.551204993461114441e+02
1.660697040187387984e+03 -4.360364257662996579e+01
2.296363669798325191e+03 -8.063985628274808448e+01
5.772342960541755019e+02 6.681219732281456345e+02
1.313196804856144809e+03 4.347279166837721505e+02
2.041853373089167690e+03 3.973918682964911682e+02
2.627079119786240881e+03 6.287130254328244519e+02
3.273342932416786425e+03 6.947978474381726528e+02
4.730911686281552306e+02 1.086696887847586595e+03
1.160739404241222701e+03 1.119043903264743449e+03
1.624067015002710377e+03 1.039907507817884152e+03
2.273692509864920339e+03 1.145377602238531836e+03
2.993204860218475915e+03 1.175259436453357466e+03
3.445629107831084184e+03 1.236768810686413872e+03
2.855182026947659324e+02 1.535997852182164934e+03
8.550732681084082287e+02 1.333783038595816151e+03
1.363990330034377394e+03 1.508797911650410697e+03
2.015158078896627558e+03 1.422636615859622907e+03
2.482267892612698233e+03 1.379500153977586024e+03
3.056804654261958149e+03 1.521956716104945826e+03
3.762794131902591744e+03 1.666566544581880862e+03
4.395819416094550434e+02 1.881406546296118904e+03
1.175493701256324812e+03 2.020843813556486566e+03
1.595320387545861877e+03 2.071609336892452575e+03
2.435213241946004473e+03 1.855758936847180394e+03
2.915867604966389081e+03 2.168476718031186920e+03
3.510712964550031757e+03 2.084722459931509547e+03
3.480433460336384428e+02 2.383548494523159206e+03
7.961601776753969943e+02 2.328987922979856648e+03
1.286989943009009721e+03 2.472654635398455866e+03
1.943540600759969038e+03 2.594277640619595331e+03
2.522749190490156252e+03 2.601959282139310744e+03
3.044355882192862282e+03 2.415752771921468593e+03
3.793067894412753049e+03 2.621888971965795918e+03
-5.846570432937724604e+01 2.968373062276747078e+03
6.273807912802656119e+02 3.009905697157411851e+03
1.143939495427740439e+03 2.809984483363362870e+03
1.644316531049622881e+03 3.043572691161919010e+03
2.212564055125095820e+03 3.130559740932248133e+03
3.019066642285134094e+03 2.909706346572392249e+03
3.552398309562666327e+03 3.187118360454257527e+03
2.286835074617688690e+02 3.451553615908808297e+03
7.890004383724634636e+02 3.392631422206983643e+03
1.387177190937080468e+03 3.411195551942525526e+03
2.047625148821753555e+03 3.347841656230310946e+03
2.624803547858885850e+03 3.334822466985748179e+03
3.291183709335195999e+03 3.664213367634348288e+03
3.843347492424692518e+03 3.466998999065045609e+03
-5.357906187998075609e+01 3.882103444203637991e+03
6.896476752614464658e+02 3.896879586391838984e+03
1.241819061111015344e+03 3.797213091109915695e+03
1.563296694031460902e+03 4.039716986818134956e+03
2.309310616178569035e+03 4.117833089803897565e+03
2.936197242466758325e+03 3.961643560856127351e+03
4.293472475393090804e+02 4.494125872687486662e+03
1.005757222792975199e+03 4.357389526426223711e+03
1.426598677001750275e+03 4.306910736812587857e+03
1.835360791737500222e+03 4.505678978593787178e+03
1.177678681016039718e+03 4.751983260057059852e+03
1.705142976233858008e+03 4.852561810468375370e+03
