# turbineXstart, turbineYstart
-2.579800873140220574e+02 -5.501652362147299300e+02
9.540310596689535316e+01 7.180629736839074440e+02
-3.716784788669599493e+02 -5.601473637684857749e+02
2.194303655354246985e+02 4.549618130194114087e+02
-4.402142038178528765e+02 -3.712885281601551810e+02
5.344702233639188762e+02 3.925197579442025813e+02
-7.040379383847538293e+02 -1.418885586327637327e+02
7.463791624600728483e+02 5.025151198839597555e+01
3.694365713457605693e+02 -3.904599773858479352e+02
-2.355695434807991546e+02 5.306206317096896328e+02
2.479949959954192593e+02 -2.457916936495211360e+02
-1.227286828607484210e+02 2.365056803647211723e+02
2.278332733798725940e+01 -2.550437722428762584e+02
6.653524801380456211e+00 1.743093750097667112e+02
-1.535778197861969829e+02 -4.110305028112628634e+01
1.459634661455472155e+02 4.130505310475342640e+01
-2.138204899504498542e+02 1.512693165948582816e+02
3.149155760513053792e+02 -2.583286054322030054e+02
-4.880325393230000941e+02 3.661956187379298626e+02
5.675168128849388722e+02 -4.006746042469027884e+02
7.134789241533777613e+02 -2.034117940007048446e+02
-7.286871600282105419e+02 2.257918283050776722e+02
4.591953579185060903e+02 -4.223367123693159897e+01
-5.394638481363565461e+02 6.073876738031557920e+01
2.085246112599618300e+02 2.460444260346818055e+02
-2.261587272629976724e+02 -1.278068952845346757e+02
1.808799547622893442e+02 3.234295472095294599e+02
-9.303185549418924438e+01 -2.461117374633255679e+02
6.314967717858476703e+01 4.599831595874014170e+02
1.583637348256243627e+01 -4.461670984063155174e+02
-1.464399084472254344e+02 6.940673080244699804e+02
1.119775375977134075e+02 -5.739081214482264386e+02
