# turbineXstart, turbineYstart
-6.358914472876796253e+01 -6.815601578680455077e+02
2.329505531387799238e+02 7.199765340318455173e+02
-3.074161600393970843e+02 -5.812245369382605986e+02
2.080210035087991116e+02 4.613724216737110737e+02
-4.107577780439162325e+02 -3.740373458339310559e+02
3.957543612096992547e+02 2.130867289472249695e+02
-5.997184100808512994e+02 -4.830046926489427506e+01
6.083249294869004871e+02 1.639887717063260197e+02
2.539725170069096976e+02 -4.780013166987844215e+02
-4.284472099782360033e+02 4.996908873371673963e+02
2.041684635802046728e+02 -3.455156575092868820e+02
-1.690538212288459761e+02 2.320998838203518631e+02
1.075708924010312444e+02 -4.807303290729723244e+01
3.138903974325654644e+01 2.024673410596091401e+02
-1.731977550567219168e+02 9.230804502139005763e+01
1.091531350008494456e+02 -9.099066477752288051e+01
-4.171030045986174741e+02 1.068487163257599377e+02
2.297808492662036883e+02 -2.220536242423568751e+02
-3.807446185460858032e+02 2.525720530941753736e+02
4.386577450365196569e+02 -3.311602032987109396e+02
7.412848223876463862e+02 -2.082437568100510248e+02
-6.360299521344265941e+02 1.085759214729998376e+02
4.508101893714392077e+02 9.335527504524335995e+01
-4.095648406091838183e+02 1.899902686799330809e+01
3.329718195682924033e+02 1.298362022483008786e+02
-3.727065246792213316e+02 -1.213255146553422890e+02
1.140171381477711918e+02 3.869672535531327640e+02
-2.570781714823142465e+02 -3.546535668968390382e+02
1.095616693569535300e+02 5.744196217940477709e+02
-5.923760277985181233e+01 -5.823266852807040550e+02
-6.507272828343340620e+01 5.842665488327298817e+02
6.176960075307481191e+01 -7.198577690466700005e+02
