# turbineXstart, turbineYstart
-5.221387371665869637e+01 -5.636014104982615436e+02
1.381703431099012391e+02 7.425982023922940698e+02
-2.378262118097742928e+02 -4.183239704643702908e+02
2.117869632750802964e+02 3.838996046754206759e+02
-5.746672191857022653e+02 -3.405619673645927605e+02
3.709047761330634785e+02 4.221645942820963455e+02
-6.317695906201647631e+02 -1.381649536766320239e+02
5.937562494900275851e+02 8.063669051203072513e+01
3.065816915005033820e+02 -4.786947932403849677e+02
-2.275297695945841383e+02 4.097758016437270498e+02
8.585281246059477667e+01 -3.316792015237569444e+02
-2.555259591861393744e+02 2.393652451348639261e+02
2.370966350319142180e+01 -8.217526584001430479e+01
-1.028517094254630422e+02 2.027125797987317526e+02
-1.529729856166113109e+02 7.434125171791004050e+01
1.252572742764003948e+02 3.383281266853020952e+01
-2.234483347365365091e+02 2.444904338913223683e+02
3.375641414168553638e+02 -1.263563626790329408e+02
-4.232040310138390851e+02 4.270288797455971235e+02
4.012575144525592350e+02 -3.230809041907765504e+02
6.491074287685129320e+02 -2.433994208829977310e+02
-5.641878700518097958e+02 1.763707698058443896e+02
5.604423179890759457e+02 2.745400984721501914e+01
-4.971122670257607297e+02 3.843583042132391370e+01
3.468193073597064995e+02 2.504789923479972913e+02
-3.822279924278666954e+02 -2.547252856342338703e+02
1.966292145937117937e+02 3.538488528918903739e+02
-1.266023485190003441e+02 -3.453104569861469031e+02
-4.525854387630732845e+01 5.503922639573191873e+02
-9.918190900240455221e+01 -5.077838834525982747e+02
-1.903970728265776984e+02 5.823984328479853048e+02
6.349861868802999254e+01 -7.123751987259888665e+02
